ep01,ep04,pi02,pv01,lm01,lm02,hs01,hs04,hs06,hs07,sex,age,iscd975,work,inc,miscd975,fiscd975,gkpol,hhinc,mstat,gd02,fe13,fe14,fe15,fe16,fe17,mc04,im18,xt10
GUT,ETWAS BESSER,SOZ.LEIST.WIE BISHER,CDU-CSU,AN ALLEN 7 TAGEN,150.0,SEHR GUT,MANCHMAL,OFT,OFT,FRAU,57.0,TERTIARY EDUCATION,"TEILZEIT, HALBTAGS",,LOWER SECONDARY,LOWER SECONDARY,500.000 UND MEHR E.,8750,VERHEIRAT.ZUSAM.LEB.,,,,AM WICHTIGSTEN,DRITTE STELLE,ZWEITE STELLE,,STIMME EHER NICHT ZU,49.0
GUT,ETWAS BESSER,SOZ.LEIST.WIE BISHER,DIE GRUENEN,AN 3 TAGEN,60.0,SEHR GUT,MANCHMAL,OFT,OFT,MANN,22.0,UPPER SECONDARY,NEBENHER BERUFSTAE.,1063,TERTIARY EDUCATION,TERTIARY EDUCATION,500.000 UND MEHR E.,3250,LEDIG,,VIERTE STELLE,FUENFTE STELLE,AM WICHTIGSTEN,DRITTE STELLE,ZWEITE STELLE,,STIMME EHER NICHT ZU,85.0
GUT,ETWAS BESSER,SOZ.LEIST.AUSWEITEN,DIE GRUENEN,AN ALLEN 7 TAGEN,15.0,SEHR GUT,,,,MANN,38.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",3700,TERTIARY EDUCATION,TERTIARY EDUCATION,5.000  - 19.999 EINW,5000,LEDIG,1,,,,,,JA,STIMME EHER ZU,45.0
,,SOZ.LEIST.AUSWEITEN,SPD,AN ALLEN 7 TAGEN,150.0,ZUFRIEDENSTELLEND,MANCHMAL,MANCHMAL,MANCHMAL,MANN,69.0,TERTIARY EDUCATION,NICHT ERWERBSTAETIG,750,BASIC EDUCATION,TERTIARY EDUCATION,2.000  -  4.999 EINW,1600,VERHEIRAT.ZUSAM.LEB.,69,DRITTE STELLE,FUENFTE STELLE,ZWEITE STELLE,VIERTE STELLE,AM WICHTIGSTEN,NEIN,STIMME EHER ZU,51.0
TEILS TEILS,GLEICHBLEIBEND,,,,180.0,SCHLECHT,,,,FRAU,62.0,LOWER SECONDARY,"VOLLZEIT, GANZTAGS",,,,500.000 UND MEHR E.,,LEDIG,32,,,,,,JA,STIMME EHER ZU,
,,SOZ.LEIST.KUERZEN,CDU-CSU,AN ALLEN 7 TAGEN,120.0,GUT,MANCHMAL,MANCHMAL,MANCHMAL,MANN,48.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",4000,UPPER SECONDARY,UPPER SECONDARY,20.000 - 49.999 EINW,4000,VERHEIRAT.ZUSAM.LEB.,45,VIERTE STELLE,FUENFTE STELLE,AM WICHTIGSTEN,DRITTE STELLE,ZWEITE STELLE,NEIN,STIMME EHER NICHT ZU,61.0
TEILS TEILS,GLEICHBLEIBEND,,,AN ALLEN 7 TAGEN,180.0,ZUFRIEDENSTELLEND,MANCHMAL,OFT,OFT,MANN,64.0,TERTIARY EDUCATION,NICHT ERWERBSTAETIG,2800,LOWER SECONDARY,UPPER SECONDARY,50.000 - 99.999 EINW,3400,VERHEIRAT.ZUSAM.LEB.,,FUENFTE STELLE,VIERTE STELLE,AM WICHTIGSTEN,DRITTE STELLE,ZWEITE STELLE,,,19.0
,,SOZ.LEIST.KUERZEN,FDP,AN ALLEN 7 TAGEN,90.0,GUT,OFT,FAST NIE,MANCHMAL,FRAU,26.0,UPPER SECONDARY,"VOLLZEIT, GANZTAGS",1438,POST SECONDARY,UPPER SECONDARY,50.000 - 99.999 EINW,2625,LEDIG,7,FUENFTE STELLE,VIERTE STELLE,AM WICHTIGSTEN,ZWEITE STELLE,DRITTE STELLE,JA,STIMME EHER ZU,140.0
GUT,ETWAS BESSER,SOZ.LEIST.AUSWEITEN,DIE LINKE,AN ALLEN 7 TAGEN,210.0,GUT,MANCHMAL,MANCHMAL,OFT,MANN,73.0,TERTIARY EDUCATION,NICHT ERWERBSTAETIG,1625,,,20.000 - 49.999 EINW,2875,VERHEIRAT.ZUSAM.LEB.,,FUENFTE STELLE,DRITTE STELLE,AM WICHTIGSTEN,ZWEITE STELLE,VIERTE STELLE,,STIMME VOLL ZU,210.0
GUT,GLEICHBLEIBEND,,,AN ALLEN 7 TAGEN,180.0,GUT,,,,FRAU,49.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",1625,UPPER SECONDARY,TERTIARY EDUCATION,2.000  -  4.999 EINW,3250,VERHEIRAT.ZUSAM.LEB.,29,,,,,,NEIN,STIMME EHER ZU,60.0
,,SOZ.LEIST.AUSWEITEN,FDP,AN ALLEN 7 TAGEN,150.0,GUT,FAST NIE,MANCHMAL,OFT,MANN,38.0,UPPER SECONDARY,"VOLLZEIT, GANZTAGS",1625,LOWER SECONDARY,LOWER SECONDARY,100.000 - 499.999 E.,3750,VERHEIRAT.ZUSAM.LEB.,6,DRITTE STELLE,VIERTE STELLE,AM WICHTIGSTEN,FUENFTE STELLE,ZWEITE STELLE,JA,STIMME GAR NICHT ZU,55.0
GUT,ETWAS SCHLECHTER,SOZ.LEIST.KUERZEN,CDU-CSU,AN EINEM TAG,60.0,GUT,IMMER,MANCHMAL,MANCHMAL,MANN,40.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",5111,TERTIARY EDUCATION,TERTIARY EDUCATION,500.000 UND MEHR E.,5111,LEDIG,,FUENFTE STELLE,VIERTE STELLE,DRITTE STELLE,AM WICHTIGSTEN,ZWEITE STELLE,,STIMME EHER NICHT ZU,40.0
,,SOZ.LEIST.AUSWEITEN,,,,GUT,,,,,,UPPER SECONDARY,NEBENHER BERUFSTAE.,,UPPER SECONDARY,UPPER SECONDARY,500.000 UND MEHR E.,,LEDIG,,,,,,,,STIMME EHER ZU,10.0
TEILS TEILS,ETWAS BESSER,SOZ.LEIST.WIE BISHER,DIE LINKE,AN ALLEN 7 TAGEN,180.0,ZUFRIEDENSTELLEND,,,,MANN,50.0,UPPER SECONDARY,"TEILZEIT, HALBTAGS",1700,BASIC EDUCATION,BASIC EDUCATION,5.000  - 19.999 EINW,3450,VERHEIRAT.ZUSAM.LEB.,16,,,,,,JA,STIMME GAR NICHT ZU,13.0
TEILS TEILS,ETWAS SCHLECHTER,,FDP,AN ALLEN 7 TAGEN,120.0,ZUFRIEDENSTELLEND,,,,MANN,57.0,UPPER SECONDARY,"VOLLZEIT, GANZTAGS",2000,UPPER SECONDARY,UPPER SECONDARY,20.000 - 49.999 EINW,3200,VERHEIRAT.ZUSAM.LEB.,16,,,,,,NEIN,STIMME EHER NICHT ZU,69.0
TEILS TEILS,GLEICHBLEIBEND,SOZ.LEIST.AUSWEITEN,,AN 6 TAGEN,120.0,ZUFRIEDENSTELLEND,IMMER,FAST NIE,NIE,FRAU,42.0,UPPER SECONDARY,"VOLLZEIT, GANZTAGS",2375,LOWER SECONDARY,,20.000 - 49.999 EINW,5500,VERHEIRAT.ZUSAM.LEB.,,FUENFTE STELLE,VIERTE STELLE,AM WICHTIGSTEN,DRITTE STELLE,ZWEITE STELLE,,STIMME EHER NICHT ZU,30.0
,,SOZ.LEIST.WIE BISHER,,AN ALLEN 7 TAGEN,180.0,GUT,OFT,MANCHMAL,MANCHMAL,FRAU,55.0,UPPER SECONDARY,"TEILZEIT, HALBTAGS",1875,,,100.000 - 499.999 E.,,VERHEIRAT.ZUSAM.LEB.,27,ZWEITE STELLE,FUENFTE STELLE,AM WICHTIGSTEN,VIERTE STELLE,DRITTE STELLE,JA,STIMME GAR NICHT ZU,129.0
GUT,ETWAS SCHLECHTER,SOZ.LEIST.WIE BISHER,DIE GRUENEN,AN ALLEN 7 TAGEN,60.0,GUT,MANCHMAL,MANCHMAL,MANCHMAL,FRAU,31.0,TERTIARY EDUCATION,"TEILZEIT, HALBTAGS",2375,UPPER SECONDARY,TERTIARY EDUCATION,100.000 - 499.999 E.,5500,LEDIG,,VIERTE STELLE,DRITTE STELLE,AM WICHTIGSTEN,FUENFTE STELLE,ZWEITE STELLE,,STIMME EHER NICHT ZU,60.0
TEILS TEILS,WESENTL. SCHLECHTER,SOZ.LEIST.AUSWEITEN,,AN ALLEN 7 TAGEN,270.0,WENIGER GUT,OFT,MANCHMAL,FAST NIE,FRAU,55.0,BASIC EDUCATION,"TEILZEIT, HALBTAGS",813,,UPPER SECONDARY,20.000 - 49.999 EINW,2375,VERHEIRAT.ZUSAM.LEB.,,DRITTE STELLE,VIERTE STELLE,AM WICHTIGSTEN,FUENFTE STELLE,ZWEITE STELLE,,STIMME VOLL ZU,110.0
TEILS TEILS,ETWAS SCHLECHTER,SOZ.LEIST.WIE BISHER,FDP,AN 6 TAGEN,120.0,GUT,FAST NIE,OFT,OFT,MANN,68.0,UPPER SECONDARY,NICHT ERWERBSTAETIG,,UPPER SECONDARY,UPPER SECONDARY,500.000 UND MEHR E.,1438,VERHEIRAT.ZUSAM.LEB.,,DRITTE STELLE,FUENFTE STELLE,AM WICHTIGSTEN,VIERTE STELLE,ZWEITE STELLE,,STIMME VOLL ZU,45.0
TEILS TEILS,GLEICHBLEIBEND,SOZ.LEIST.WIE BISHER,,AN ALLEN 7 TAGEN,90.0,WENIGER GUT,,,,FRAU,91.0,TERTIARY EDUCATION,NICHT ERWERBSTAETIG,2875,,TERTIARY EDUCATION,20.000 - 49.999 EINW,2875,LEDIG,44,,,,,,NEIN,STIMME EHER ZU,450.0
GUT,ETWAS BESSER,SOZ.LEIST.AUSWEITEN,FDP,AN ALLEN 7 TAGEN,120.0,ZUFRIEDENSTELLEND,,,,FRAU,63.0,UPPER SECONDARY,NICHT ERWERBSTAETIG,KEIN EINKOMMEN,UPPER SECONDARY,UPPER SECONDARY,20.000 - 49.999 EINW,,VERHEIRAT.ZUSAM.LEB.,18,,,,,,JA,STIMME GAR NICHT ZU,140.0
,,,,AN ALLEN 7 TAGEN,314.0,ZUFRIEDENSTELLEND,FAST NIE,OFT,OFT,FRAU,56.0,LOWER SECONDARY,NEBENHER BERUFSTAE.,1600,UPPER SECONDARY,,500.000 UND MEHR E.,1600,LEDIG,3,FUENFTE STELLE,DRITTE STELLE,ZWEITE STELLE,VIERTE STELLE,AM WICHTIGSTEN,,STIMME GAR NICHT ZU,41.0
GUT,GLEICHBLEIBEND,SOZ.LEIST.WIE BISHER,CDU-CSU,AN ALLEN 7 TAGEN,240.0,GUT,,,,FRAU,77.0,UPPER SECONDARY,NICHT ERWERBSTAETIG,1313,UPPER SECONDARY,UPPER SECONDARY,20.000 - 49.999 EINW,1313,VERWITWET,72,,,,,,NEIN,STIMME EHER NICHT ZU,90.0
TEILS TEILS,ETWAS SCHLECHTER,,WUERDE NICHT WAEHLEN,AN ALLEN 7 TAGEN,240.0,GUT,MANCHMAL,OFT,OFT,FRAU,56.0,UPPER SECONDARY,"TEILZEIT, HALBTAGS",1063,LOWER SECONDARY,LOWER SECONDARY,5.000  - 19.999 EINW,1875,VERHEIRAT.ZUSAM.LEB.,,VIERTE STELLE,DRITTE STELLE,AM WICHTIGSTEN,FUENFTE STELLE,ZWEITE STELLE,,STIMME EHER ZU,20.0
TEILS TEILS,WESENTL. SCHLECHTER,SOZ.LEIST.AUSWEITEN,WUERDE NICHT WAEHLEN,NIE,,SEHR GUT,,,,FRAU,30.0,TERTIARY EDUCATION,NICHT ERWERBSTAETIG,850,TERTIARY EDUCATION,TERTIARY EDUCATION,500.000 UND MEHR E.,813,LEDIG,7,,,,,,JA,STIMME EHER ZU,83.0
,,SOZ.LEIST.WIE BISHER,CDU-CSU,AN ALLEN 7 TAGEN,120.0,SEHR GUT,MANCHMAL,OFT,OFT,FRAU,58.0,UPPER SECONDARY,"TEILZEIT, HALBTAGS",3500,UPPER SECONDARY,UPPER SECONDARY,100.000 - 499.999 E.,5500,VERHEIRAT.ZUSAM.LEB.,58,VIERTE STELLE,FUENFTE STELLE,AM WICHTIGSTEN,DRITTE STELLE,ZWEITE STELLE,NEIN,STIMME VOLL ZU,43.0
SEHR SCHLECHT,GLEICHBLEIBEND,,CDU-CSU,AN 4 TAGEN,210.0,SEHR GUT,,MANCHMAL,OFT,FRAU,60.0,UPPER SECONDARY,"TEILZEIT, HALBTAGS",1438,LOWER SECONDARY,UPPER SECONDARY,5.000  - 19.999 EINW,1438,GESCHIEDEN,,ZWEITE STELLE,FUENFTE STELLE,DRITTE STELLE,VIERTE STELLE,AM WICHTIGSTEN,,STIMME GAR NICHT ZU,130.0
,,,CDU-CSU,AN 4 TAGEN,150.0,GUT,MANCHMAL,OFT,OFT,MANN,59.0,UPPER SECONDARY,"VOLLZEIT, GANZTAGS",3000,UPPER SECONDARY,UPPER SECONDARY,5.000  - 19.999 EINW,6000,VERHEIRAT.ZUSAM.LEB.,18,FUENFTE STELLE,DRITTE STELLE,AM WICHTIGSTEN,VIERTE STELLE,ZWEITE STELLE,JA,STIMME EHER NICHT ZU,60.0
TEILS TEILS,ETWAS SCHLECHTER,SOZ.LEIST.KUERZEN,FDP,AN ALLEN 7 TAGEN,150.0,ZUFRIEDENSTELLEND,,,,FRAU,51.0,UPPER SECONDARY,"TEILZEIT, HALBTAGS",1300,,,5.000  - 19.999 EINW,3500,VERHEIRAT.ZUSAM.LEB.,48,,,,,,JA,STIMME GAR NICHT ZU,99.0
GUT,GLEICHBLEIBEND,SOZ.LEIST.AUSWEITEN,DIE GRUENEN,NIE,,GUT,,,,MANN,25.0,TERTIARY EDUCATION,NICHT ERWERBSTAETIG,KEIN EINKOMMEN,POST SECONDARY,POST SECONDARY,20.000 - 49.999 EINW,50000,LEDIG,19,,,,,,JA,STIMME EHER ZU,30.0
GUT,GLEICHBLEIBEND,SOZ.LEIST.AUSWEITEN,NICHT WAHLBERECHTIGT,AN ALLEN 7 TAGEN,180.0,GUT,FAST NIE,OFT,MANCHMAL,MANN,62.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",2900,TERTIARY EDUCATION,TERTIARY EDUCATION,5.000  - 19.999 EINW,5100,GESCHIEDEN,,FUENFTE STELLE,DRITTE STELLE,AM WICHTIGSTEN,VIERTE STELLE,ZWEITE STELLE,,STIMME VOLL ZU,49.0
GUT,WESENTLICH BESSER,SOZ.LEIST.WIE BISHER,,AN ALLEN 7 TAGEN,270.0,ZUFRIEDENSTELLEND,,,,MANN,59.0,UPPER SECONDARY,NICHT ERWERBSTAETIG,2125,LOWER SECONDARY,UPPER SECONDARY,BIS 1.999 EINWOHNER,,VERHEIRAT.ZUSAM.LEB.,4,,,,,,NEIN,STIMME GAR NICHT ZU,21.0
GUT,WESENTLICH BESSER,SOZ.LEIST.WIE BISHER,FDP,AN 5 TAGEN,120.0,SEHR GUT,,,,FRAU,65.0,TERTIARY EDUCATION,"TEILZEIT, HALBTAGS",3000,TERTIARY EDUCATION,LOWER SECONDARY,5.000  - 19.999 EINW,7000,VERHEIRAT.ZUSAM.LEB.,36,,,,,,JA,STIMME EHER ZU,44.0
TEILS TEILS,GLEICHBLEIBEND,SOZ.LEIST.AUSWEITEN,NICHT WAHLBERECHTIGT,AN EINEM TAG,180.0,ZUFRIEDENSTELLEND,,,,MANN,50.0,POST SECONDARY,"VOLLZEIT, GANZTAGS",3000,UPPER SECONDARY,LOWER SECONDARY,5.000  - 19.999 EINW,4500,VERHEIRAT.ZUSAM.LEB.,4,,,,,,,STIMME GAR NICHT ZU,84.0
,,,,AN ALLEN 7 TAGEN,150.0,ZUFRIEDENSTELLEND,IMMER,FAST NIE,FAST NIE,FRAU,36.0,UPPER SECONDARY,"TEILZEIT, HALBTAGS",938,LOWER SECONDARY,LOWER SECONDARY,20.000 - 49.999 EINW,1188,LEBENSP.ZUSAM.LEB.,9,ZWEITE STELLE,FUENFTE STELLE,DRITTE STELLE,VIERTE STELLE,AM WICHTIGSTEN,NEIN,STIMME EHER ZU,34.0
GUT,ETWAS BESSER,,DIE GRUENEN,AN ALLEN 7 TAGEN,30.0,GUT,,,,FRAU,25.0,UPPER SECONDARY,NICHT ERWERBSTAETIG,KEIN EINKOMMEN,UPPER SECONDARY,,500.000 UND MEHR E.,2125,LEDIG,25,,,,,,JA,STIMME EHER ZU,115.0
TEILS TEILS,GLEICHBLEIBEND,SOZ.LEIST.AUSWEITEN,DIE GRUENEN,AN 5 TAGEN,180.0,ZUFRIEDENSTELLEND,MANCHMAL,OFT,NIE,MANN,44.0,POST SECONDARY,"VOLLZEIT, GANZTAGS",,TERTIARY EDUCATION,TERTIARY EDUCATION,20.000 - 49.999 EINW,,LEDIG,,FUENFTE STELLE,DRITTE STELLE,AM WICHTIGSTEN,VIERTE STELLE,ZWEITE STELLE,,STIMME VOLL ZU,7530.0
SCHLECHT,ETWAS BESSER,,,AN 6 TAGEN,,SCHLECHT,MANCHMAL,OFT,FAST NIE,MANN,59.0,UPPER SECONDARY,NICHT ERWERBSTAETIG,675,UPPER SECONDARY,UPPER SECONDARY,50.000 - 99.999 EINW,2375,VERHEIRAT.ZUSAM.LEB.,,AM WICHTIGSTEN,FUENFTE STELLE,ZWEITE STELLE,DRITTE STELLE,VIERTE STELLE,,STIMME EHER ZU,1460.0
SEHR GUT,GLEICHBLEIBEND,,DIE GRUENEN,AN 4 TAGEN,120.0,GUT,,,,MANN,46.0,POST SECONDARY,"VOLLZEIT, GANZTAGS",2500,UPPER SECONDARY,TERTIARY EDUCATION,2.000  -  4.999 EINW,5500,VERHEIRAT.ZUSAM.LEB.,21,,,,,,JA,STIMME GAR NICHT ZU,44.0
TEILS TEILS,ETWAS BESSER,SOZ.LEIST.WIE BISHER,,AN 3 TAGEN,165.0,SEHR GUT,,,,FRAU,44.0,TERTIARY EDUCATION,NICHT ERWERBSTAETIG,1625,TERTIARY EDUCATION,TERTIARY EDUCATION,100.000 - 499.999 E.,1625,GESCHIEDEN,21,,,,,,JA,STIMME EHER NICHT ZU,2480.0
GUT,ETWAS BESSER,SOZ.LEIST.WIE BISHER,CDU-CSU,AN 5 TAGEN,180.0,GUT,,,,MANN,50.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",5500,UPPER SECONDARY,UPPER SECONDARY,20.000 - 49.999 EINW,5500,VERHEIRAT.ZUSAM.LEB.,20,,,,,,JA,STIMME EHER NICHT ZU,60.0
TEILS TEILS,ETWAS BESSER,SOZ.LEIST.WIE BISHER,FDP,AN 2 TAGEN,300.0,WENIGER GUT,IMMER,FAST NIE,FAST NIE,FRAU,39.0,LOWER SECONDARY,NICHT ERWERBSTAETIG,KEIN EINKOMMEN,BASIC EDUCATION,LOWER SECONDARY,100.000 - 499.999 E.,900,LEDIG,,FUENFTE STELLE,VIERTE STELLE,AM WICHTIGSTEN,ZWEITE STELLE,DRITTE STELLE,,STIMME GAR NICHT ZU,75.0
,,SOZ.LEIST.KUERZEN,WUERDE NICHT WAEHLEN,AN 5 TAGEN,105.0,GUT,OFT,OFT,OFT,FRAU,49.0,UPPER SECONDARY,"VOLLZEIT, GANZTAGS",,UPPER SECONDARY,UPPER SECONDARY,20.000 - 49.999 EINW,,VERHEIRAT.ZUSAM.LEB.,17,VIERTE STELLE,FUENFTE STELLE,AM WICHTIGSTEN,DRITTE STELLE,ZWEITE STELLE,NEIN,STIMME GAR NICHT ZU,32.0
,ETWAS BESSER,SOZ.LEIST.AUSWEITEN,,,30.0,GUT,OFT,MANCHMAL,FAST NIE,FRAU,21.0,UPPER SECONDARY,NICHT ERWERBSTAETIG,KEIN EINKOMMEN,,,100.000 - 499.999 E.,150,,,VIERTE STELLE,FUENFTE STELLE,ZWEITE STELLE,DRITTE STELLE,AM WICHTIGSTEN,,STIMME VOLL ZU,293.0
,,SOZ.LEIST.AUSWEITEN,,AN ALLEN 7 TAGEN,265.0,WENIGER GUT,FAST NIE,MANCHMAL,FAST NIE,FRAU,60.0,UPPER SECONDARY,NICHT ERWERBSTAETIG,938,LOWER SECONDARY,UPPER SECONDARY,500.000 UND MEHR E.,938,LEDIG,14,DRITTE STELLE,VIERTE STELLE,AM WICHTIGSTEN,FUENFTE STELLE,ZWEITE STELLE,JA,STIMME VOLL ZU,30.0
,,SOZ.LEIST.WIE BISHER,CDU-CSU,,480.0,GUT,FAST NIE,OFT,OFT,FRAU,77.0,TERTIARY EDUCATION,NICHT ERWERBSTAETIG,1875,UPPER SECONDARY,TERTIARY EDUCATION,500.000 UND MEHR E.,3750,VERHEIRAT.ZUSAM.LEB.,39,,,,,,,STIMME EHER NICHT ZU,
SEHR GUT,ETWAS BESSER,SOZ.LEIST.WIE BISHER,,SELTENER,30.0,GUT,,,,MANN,21.0,UPPER SECONDARY,NEBENHER BERUFSTAE.,1100,TERTIARY EDUCATION,TERTIARY EDUCATION,100.000 - 499.999 E.,1100,LEDIG,1,,,,,,NEIN,STIMME GAR NICHT ZU,34.0
,,SOZ.LEIST.KUERZEN,SPD,AN ALLEN 7 TAGEN,180.0,GUT,FAST NIE,OFT,IMMER,MANN,60.0,UPPER SECONDARY,NICHT ERWERBSTAETIG,1313,,UPPER SECONDARY,500.000 UND MEHR E.,2625,VERHEIRAT.ZUSAM.LEB.,22,FUENFTE STELLE,DRITTE STELLE,AM WICHTIGSTEN,VIERTE STELLE,ZWEITE STELLE,JA,STIMME EHER ZU,45.0
SCHLECHT,GLEICHBLEIBEND,SOZ.LEIST.KUERZEN,SPD,AN ALLEN 7 TAGEN,150.0,WENIGER GUT,,,,FRAU,55.0,UPPER SECONDARY,"TEILZEIT, HALBTAGS",938,UPPER SECONDARY,UPPER SECONDARY,2.000  -  4.999 EINW,2625,VERHEIRAT.ZUSAM.LEB.,17,,,,,,NEIN,STIMME GAR NICHT ZU,4095.0
GUT,GLEICHBLEIBEND,SOZ.LEIST.WIE BISHER,FDP,AN ALLEN 7 TAGEN,120.0,GUT,,,,MANN,52.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",5500,UPPER SECONDARY,UPPER SECONDARY,5.000  - 19.999 EINW,8750,VERHEIRAT.ZUSAM.LEB.,18,,,,,,NEIN,STIMME EHER ZU,219.0
,,,FDP,AN 5 TAGEN,120.0,SEHR GUT,FAST NIE,OFT,OFT,FRAU,66.0,UPPER SECONDARY,NICHT ERWERBSTAETIG,938,LOWER SECONDARY,LOWER SECONDARY,BIS 1.999 EINWOHNER,2625,VERHEIRAT.ZUSAM.LEB.,24,DRITTE STELLE,FUENFTE STELLE,AM WICHTIGSTEN,VIERTE STELLE,ZWEITE STELLE,NEIN,STIMME EHER NICHT ZU,55.0
GUT,GLEICHBLEIBEND,SOZ.LEIST.KUERZEN,CDU-CSU,AN 3 TAGEN,180.0,SEHR GUT,MANCHMAL,MANCHMAL,MANCHMAL,MANN,26.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",2350,TERTIARY EDUCATION,TERTIARY EDUCATION,5.000  - 19.999 EINW,2350,LEBENSP.ZUSAM.LEB.,,FUENFTE STELLE,VIERTE STELLE,AM WICHTIGSTEN,DRITTE STELLE,ZWEITE STELLE,,STIMME GAR NICHT ZU,28.0
TEILS TEILS,ETWAS SCHLECHTER,,,AN ALLEN 7 TAGEN,150.0,ZUFRIEDENSTELLEND,,,,MANN,42.0,POST SECONDARY,"VOLLZEIT, GANZTAGS",2970,UPPER SECONDARY,UPPER SECONDARY,5.000  - 19.999 EINW,3750,VERHEIRAT.ZUSAM.LEB.,11,,,,,,JA,STIMME EHER ZU,84.0
GUT,GLEICHBLEIBEND,SOZ.LEIST.AUSWEITEN,DIE GRUENEN,AN ALLEN 7 TAGEN,300.0,GUT,,,,MANN,71.0,TERTIARY EDUCATION,NICHT ERWERBSTAETIG,2625,UPPER SECONDARY,UPPER SECONDARY,20.000 - 49.999 EINW,4250,VERHEIRAT.ZUSAM.LEB.,71,,,,,,JA,STIMME EHER NICHT ZU,55.0
,,SOZ.LEIST.AUSWEITEN,SPD,AN ALLEN 7 TAGEN,300.0,ZUFRIEDENSTELLEND,MANCHMAL,OFT,OFT,MANN,77.0,TERTIARY EDUCATION,NICHT ERWERBSTAETIG,1875,UPPER SECONDARY,UPPER SECONDARY,100.000 - 499.999 E.,2875,VERHEIRAT.ZUSAM.LEB.,52,AM WICHTIGSTEN,ZWEITE STELLE,DRITTE STELLE,FUENFTE STELLE,VIERTE STELLE,JA,STIMME GAR NICHT ZU,45.0
GUT,ETWAS SCHLECHTER,SOZ.LEIST.AUSWEITEN,CDU-CSU,AN ALLEN 7 TAGEN,180.0,GUT,IMMER,FAST NIE,MANCHMAL,FRAU,48.0,UPPER SECONDARY,"TEILZEIT, HALBTAGS",2125,LOWER SECONDARY,,5.000  - 19.999 EINW,4750,VERHEIRAT.ZUSAM.LEB.,,FUENFTE STELLE,VIERTE STELLE,AM WICHTIGSTEN,DRITTE STELLE,ZWEITE STELLE,,STIMME EHER ZU,60.0
,,SOZ.LEIST.AUSWEITEN,CDU-CSU,AN ALLEN 7 TAGEN,300.0,ZUFRIEDENSTELLEND,MANCHMAL,OFT,MANCHMAL,FRAU,68.0,UPPER SECONDARY,NICHT ERWERBSTAETIG,250,UPPER SECONDARY,UPPER SECONDARY,5.000  - 19.999 EINW,1625,VERHEIRAT.ZUSAM.LEB.,48,DRITTE STELLE,VIERTE STELLE,AM WICHTIGSTEN,FUENFTE STELLE,ZWEITE STELLE,NEIN,STIMME EHER NICHT ZU,92.0
TEILS TEILS,ETWAS BESSER,,SPD,AN 6 TAGEN,120.0,ZUFRIEDENSTELLEND,OFT,MANCHMAL,MANCHMAL,MANN,26.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",2150,TERTIARY EDUCATION,TERTIARY EDUCATION,5.000  - 19.999 EINW,2150,LEDIG,,DRITTE STELLE,FUENFTE STELLE,AM WICHTIGSTEN,VIERTE STELLE,ZWEITE STELLE,,STIMME EHER NICHT ZU,47.0
GUT,GLEICHBLEIBEND,,AFD,AN ALLEN 7 TAGEN,150.0,GUT,FAST NIE,IMMER,OFT,MANN,50.0,UPPER SECONDARY,"VOLLZEIT, GANZTAGS",1313,UPPER SECONDARY,UPPER SECONDARY,5.000  - 19.999 EINW,1313,LEDIG,,AM WICHTIGSTEN,FUENFTE STELLE,ZWEITE STELLE,VIERTE STELLE,DRITTE STELLE,,STIMME EHER ZU,60.0
GUT,ETWAS BESSER,SOZ.LEIST.AUSWEITEN,,AN 6 TAGEN,180.0,GUT,FAST NIE,OFT,MANCHMAL,MANN,69.0,UPPER SECONDARY,NICHT ERWERBSTAETIG,2375,UPPER SECONDARY,UPPER SECONDARY,100.000 - 499.999 E.,,VERHEIRAT.ZUSAM.LEB.,,VIERTE STELLE,DRITTE STELLE,AM WICHTIGSTEN,FUENFTE STELLE,ZWEITE STELLE,,STIMME EHER NICHT ZU,50.0
,,SOZ.LEIST.KUERZEN,,AN 6 TAGEN,180.0,WENIGER GUT,MANCHMAL,OFT,MANCHMAL,FRAU,64.0,LOWER SECONDARY,NICHT ERWERBSTAETIG,,BASIC EDUCATION,UPPER SECONDARY,5.000  - 19.999 EINW,,LEDIG,64,VIERTE STELLE,FUENFTE STELLE,AM WICHTIGSTEN,DRITTE STELLE,ZWEITE STELLE,NEIN,STIMME EHER NICHT ZU,0.0
TEILS TEILS,ETWAS SCHLECHTER,SOZ.LEIST.WIE BISHER,ANDERE PARTEI,AN 4 TAGEN,180.0,SEHR GUT,,,,FRAU,44.0,POST SECONDARY,"VOLLZEIT, GANZTAGS",2375,TERTIARY EDUCATION,TERTIARY EDUCATION,500.000 UND MEHR E.,2375,LEDIG,44,,,,,,JA,STIMME EHER NICHT ZU,100.0
